"ID","Dbin","Lac10","Lac25","Lac50","dr","dr2","dr3"
"1556","1325",0.680171119160426,0.229881774053926,0.0608784245823479,1.325,1.755625,2.326203125
"1556","1375",0.363492681660689,0.24039220056622,0.0687512375468873,1.375,1.890625,2.599609375
"1655","25",0.201716258002774,0.0966547783400491,0.0423725795332404,0.025,0.000625,1.5625e-05
"1655","75",0.250669867417849,0.0997731944163663,0.0530983190247125,0.075,0.005625,0.000421875
"1655","125",0.22073959076625,0.109933993884706,0.0559300210185284,0.125,0.015625,0.001953125
"1655","175",0.208866409521241,0.0889066792994658,0.0463992202258801,0.175,0.030625,0.005359375
"1655","225",0.187192656359331,0.0850618911885311,0.0486796274018579,0.225,0.050625,0.011390625
"1655","275",0.242308123354096,0.117531316711201,0.0716959620468681,0.275,0.075625,0.020796875
"1655","325",0.220618409385014,0.109349011974141,0.066023286006936,0.325,0.105625,0.034328125
"1655","375",0.231202933636402,0.0762528031013385,0.0299842500938158,0.375,0.140625,0.052734375
"1655","425",0.251224734878511,0.0710102429491067,0.0313937053767569,0.425,0.180625,0.076765625
"1655","475",0.278081852551653,0.150837324869058,0.0695444065715142,0.475,0.225625,0.107171875
"1655","525",0.543401188924896,0.278437123285875,0.0633955673519569,0.525,0.275625,0.144703125
"1799","25",0.303858949168208,0.148655963600321,0.0684246841851155,0.025,0.000625,1.5625e-05
"1799","75",0.257109880346575,0.145299622950587,0.0949906999400811,0.075,0.005625,0.000421875
"1799","125",0.270917084734913,0.181603401940707,0.112779587955186,0.125,0.015625,0.001953125
"1799","175",0.257330560705461,0.151176214819261,0.0955442910063146,0.175,0.030625,0.005359375
"1799","225",0.263940940092705,0.145773831955616,0.106107066866386,0.225,0.050625,0.011390625
"1799","275",0.251041517079082,0.137168830730871,0.106128586689695,0.275,0.075625,0.020796875
"1799","325",0.281991373776189,0.143197923654458,0.11508981978844,0.325,0.105625,0.034328125
"1799","375",0.255519974918669,0.128515918733551,0.0881305149110451,0.375,0.140625,0.052734375
"1799","425",0.24822805870168,0.107466160286261,0.0561809369615707,0.425,0.180625,0.076765625
"1799","475",0.235244588631752,0.114836861933473,0.0662604005624355,0.475,0.225625,0.107171875
"1799","525",0.262526207014221,0.123308460923547,0.0789300027340319,0.525,0.275625,0.144703125
"1799","575",0.236253988722889,0.129647384902056,0.0756539890429209,0.575,0.330625,0.190109375
"1799","625",0.221262748854187,0.120029278064262,0.081474234354584,0.625,0.390625,0.244140625
"1799","675",0.3114158798417,0.134415421665932,0.0828287424409496,0.675,0.455625,0.307546875
"1799","725",0.239572416216983,0.0990107168280905,0.0567026193624862,0.725,0.525625,0.381078125
"1799","775",0.20613003822952,0.0613171255244935,0.0200811284465244,0.775,0.600625,0.465484375
"1799","825",0.202872958160821,0.0436484462962438,0.00199254332350713,0.825,0.680625,0.561515625
"2111","25",0.380448465684326,0.186475925814614,0.061751977588903,0.025,0.000625,1.5625e-05
"2111","75",0.0394175824259607,0.0106760408169084,0.00322157918501589,0.075,0.005625,0.000421875
"2111","125",0.030702926177174,0.00829362698067019,0.00299841058787678,0.125,0.015625,0.001953125
"2111","175",0.0198145775042058,0.00404712350206955,0.00250017621054022,0.175,0.030625,0.005359375
"2111","225",NA,0.00082513631690058,0.00399020431183909,0.225,0.050625,0.011390625
"2111","275",0.00925156744806472,0.00144175835416984,0.000797790827640304,0.275,0.075625,0.020796875
"2111","325",0.00315780222386091,0.0041935626042038,0.00102837007891644,0.325,0.105625,0.034328125
"2111","375",0.0302661541942223,0.00423986428180581,0.00131269726338665,0.375,0.140625,0.052734375
"2111","425",0.0279880239986231,0.00223842556809225,0.00121735715444159,0.425,0.180625,0.076765625
"2111","475",0.00222223700756492,0.0103568952631921,0.00444037344880867,0.475,0.225625,0.107171875
"2111","525",NA,0.00017631944044911,4.62770553909655e-05,0.525,0.275625,0.144703125
"2156","25",0.516395420816569,0.292886218372701,0.175232174611139,0.025,0.000625,1.5625e-05
"2156","75",0.399114756481462,0.202469519190322,0.119142735885857,0.075,0.005625,0.000421875
"2156","125",0.394936774866369,0.211525566317331,0.138956226754721,0.125,0.015625,0.001953125
"2156","175",0.454307475124535,0.287269273435614,0.200164220533204,0.175,0.030625,0.005359375
"2156","225",0.354986943776106,0.179519989775278,0.0985041605699637,0.225,0.050625,0.011390625
"2156","275",0.280286632957506,0.109080376210373,0.0537222309716045,0.275,0.075625,0.020796875
"2156","325",0.300174496928984,0.12263118197805,0.0625827702990768,0.325,0.105625,0.034328125
"2156","375",0.301949389356783,0.151150588160588,0.0837772851732362,0.375,0.140625,0.052734375
"2156","425",0.311252722859501,0.138784937624062,0.0699756196994619,0.425,0.180625,0.076765625
"2156","475",0.283378198328401,0.11483777735056,0.0712523393094922,0.475,0.225625,0.107171875
"2156","525",0.288160078825869,0.110735402445837,0.0428524162810953,0.525,0.275625,0.144703125
"2156","575",0.242611069546269,0.0746116661314631,0.0199897851976932,0.575,0.330625,0.190109375
"2156","625",0.206509286502938,0.0564059180593467,0.0124278060725007,0.625,0.390625,0.244140625
"2171","25",0.0257418491692857,0.0164429499276159,0.00103049987779175,0.025,0.000625,1.5625e-05
"2171","75",0.0542925314289437,0.0123323489000463,0.00178608543520354,0.075,0.005625,0.000421875
"2171","125",0.0596129508387536,0.0192763767266942,0.00490870060779681,0.125,0.015625,0.001953125
"2171","175",0.0332153232681726,0.0203858935517587,0.00658865345505985,0.175,0.030625,0.005359375
"2171","225",0.0623443516695315,0.0164301771924988,0.00630625091167509,0.225,0.050625,0.011390625
"2171","275",0.0810713839886012,0.0206525701210447,0.00418437090584577,0.275,0.075625,0.020796875
"2171","325",0.104905866296282,0.0297698231065157,0.0125717469076048,0.325,0.105625,0.034328125
"2171","375",0.10123825835813,0.0367091746739373,0.0131650787966172,0.375,0.140625,0.052734375
"2171","425",0.107185126604928,0.0414993130650577,0.0212503371405029,0.425,0.180625,0.076765625
"2171","475",0.0789912755416563,0.0345546367651783,0.00960427334252916,0.475,0.225625,0.107171875
"2171","525",0.124171974206818,0.0335505394774755,0.0116358882057565,0.525,0.275625,0.144703125
"2171","575",0.19648805692718,0.0389548816124022,0.0123497153822513,0.575,0.330625,0.190109375
"2171","625",0.189234007102522,0.0324107654342791,0.00953849908377874,0.625,0.390625,0.244140625
"2171","675",0.160625686244762,0.0439862935722868,0.0148842729747214,0.675,0.455625,0.307546875
"2171","725",0.169008349878074,0.0388221862258006,0.0203875928772799,0.725,0.525625,0.381078125
"2171","775",0.143549372794342,0.046281597341355,0.0250016788225573,0.775,0.600625,0.465484375
"2171","825",0.188002171557284,0.100350565986069,0.0649627102301331,0.825,0.680625,0.561515625
"2171","875",0.251551306421957,0.127571829723312,0.0878127441996016,0.875,0.765625,0.669921875
"2171","925",0.332152818862351,0.163779641334888,0.0950193615441352,0.925,0.855625,0.791453125
"2171","975",0.354925175800825,0.155178803579381,0.0736770413144002,0.975,0.950625,0.926859375
"2171","1025",0.230234151241049,0.10151179775442,0.0553884075578501,1.025,1.050625,1.076890625
"2171","1075",0.441220570384038,0.0457537166910441,0.0160390412322301,1.075,1.155625,1.242296875
"2252","25",0.59528292538791,0.426791311828701,0.246142739982288,0.025,0.000625,1.5625e-05
"2252","75",0.405157994078241,0.179574155894393,0.079927271843408,0.075,0.005625,0.000421875
"2252","125",0.293724632946421,0.07002104476138,0.0201016884713529,0.125,0.015625,0.001953125
"2252","175",0.353792542566616,0.0615376306707681,0.0192828031484351,0.175,0.030625,0.005359375
"2252","225",0.332217127766366,0.0812665332022566,0.0279974213971537,0.225,0.050625,0.011390625
"2252","275",0.290986528621636,0.0865053142007232,0.0302434876339825,0.275,0.075625,0.020796875
"2252","325",0.206061815017893,0.0691084199556732,0.0251703616971193,0.325,0.105625,0.034328125
"2252","375",0.311902155372812,0.0835606591628534,0.020381141389765,0.375,0.140625,0.052734375
"2252","425",0.340881885481707,0.080209972698557,0.0226186851021438,0.425,0.180625,0.076765625
"2252","475",0.367428540018328,0.109588888332595,0.0338196010783203,0.475,0.225625,0.107171875
"2252","525",0.346054083458315,0.131611106900033,0.0559368309595262,0.525,0.275625,0.144703125
"2252","575",0.323063761938446,0.092759048544483,0.0433096587266306,0.575,0.330625,0.190109375
"2252","625",0.372653045361575,0.109355923081239,0.0299662919182008,0.625,0.390625,0.244140625
"2252","675",0.152527343078717,0.0494730584344531,0.0188386610887614,0.675,0.455625,0.307546875
"2252","725",0.369144753270159,0.0759766596610419,0.0268381502940192,0.725,0.525625,0.381078125
"2252","775",0.259545961509116,0.079807329278766,0.0204675314945269,0.775,0.600625,0.465484375
"2252","825",0.360258998816972,0.090877261471079,0.0275071135056994,0.825,0.680625,0.561515625
"2252","875",0.247610629227823,0.0805025379535996,0.0332378239515799,0.875,0.765625,0.669921875
"2252","925",0.508320987607809,0.0892359347012806,0.0210223662931916,0.925,0.855625,0.791453125
"2252","975",0.00231627328173777,0.00736818699790613,0.0021684930703849,0.975,0.950625,0.926859375
"2252","1025",NA,0.00189632370908067,0.000119028832931311,1.025,1.050625,1.076890625
"2649","225",0.0557243015860245,NA,NA,0.225,0.050625,0.011390625
"2649","275",0.0203832661136262,0.0120018046275264,0.00302942227964439,0.275,0.075625,0.020796875
"2649","325",0.0174114555463202,0.00288686832530811,0.00217043305689495,0.325,0.105625,0.034328125
"2649","375",0.524521627808774,0.13660593995701,0.0387371133922437,0.375,0.140625,0.052734375
"2649","425",0.424413290267046,0.123645526334147,0.0415652924146242,0.425,0.180625,0.076765625
"2649","475",0.200653348685703,0.0474253724393904,0.0146519152740265,0.475,0.225625,0.107171875
"2649","525",0.0308318792757593,0.00945922846331475,0.00989732486814038,0.525,0.275625,0.144703125
"2649","575",0.0168229231658158,0.00555583811617327,0.0018193095636071,0.575,0.330625,0.190109375
"2649","625",0.106558925332385,0.0370219476710266,0.00984394757273096,0.625,0.390625,0.244140625
"2649","675",0.103893682368744,0.0361354422254793,0.00839788456519355,0.675,0.455625,0.307546875
"2649","725",0.0918338281866024,0.0258318216812352,0.00972578420534351,0.725,0.525625,0.381078125
"2649","775",0.171413414360041,0.0546220647475536,0.0258395153614822,0.775,0.600625,0.465484375
"2649","825",0.485724664817306,0.118053257939055,0.0359081142203297,0.825,0.680625,0.561515625
"2649","875",0.225177531571714,0.0985067927717418,0.0307458659484002,0.875,0.765625,0.669921875
"2649","925",0.319579352906752,0.10462533404699,0.0370240751026375,0.925,0.855625,0.791453125
"2649","975",0.405588004195558,0.12796188321847,0.0501324351939931,0.975,0.950625,0.926859375
"2649","1025",0.261044399384413,0.0892648077311212,0.027692765189528,1.025,1.050625,1.076890625
"2649","1075",0.401651524549948,0.0943469684041976,0.034588602790063,1.075,1.155625,1.242296875
"2649","1125",0.549155120647078,0.181067143778756,0.0501314244898099,1.125,1.265625,1.423828125
"2649","1175",0.202072540923691,0.0935425571735415,0.0289995829353582,1.175,1.380625,1.622234375
"2649","1225",0.333371958730951,0.103404712923427,0.0254153808154214,1.225,1.500625,1.838265625
"2649","1275",0.464055769926347,0.125166724333749,0.0288763718916179,1.275,1.625625,2.072671875
"2649","1325",0.130088796576128,0.0249351565079035,0.0169123926421905,1.325,1.755625,2.326203125
"2649","1375",0.445384498184399,0.218576695075282,0.0940145960571536,1.375,1.890625,2.599609375
"2649","1425",0.554909841738448,0.232282829405676,0.0474774694663813,1.425,2.030625,2.893640625
"2649","1475",0.00118909991742362,NA,0.000377064157954199,1.475,2.175625,3.209046875
"2649","1525",NA,NA,NA,1.525,2.325625,3.546578125
"2819","875",0.307104365431354,0.0820154253493586,0.0235467421013021,0.875,0.765625,0.669921875
"2819","925",0.231125801073849,0.0874664426104444,0.0214792662817437,0.925,0.855625,0.791453125
"2819","975",0.250129402036143,0.0743283524652473,0.0206504942821676,0.975,0.950625,0.926859375
"2819","1025",0.267967306246654,0.0724011497458831,0.0251384454994891,1.025,1.050625,1.076890625
"2819","1075",0.37790057630651,0.106107241555653,0.0382364912619111,1.075,1.155625,1.242296875
"2819","1125",0.234099590763646,0.0676172289708091,0.020375718579825,1.125,1.265625,1.423828125
"2819","1175",0.289323965842781,0.100692449394984,0.0325472568713257,1.175,1.380625,1.622234375
"2819","1225",0.346323155245048,0.0755670859134559,0.0258987066967461,1.225,1.500625,1.838265625
"2819","1275",0.251917849977773,0.0778555286339653,0.0313759618240988,1.275,1.625625,2.072671875
"2819","1325",0.358793745204848,0.111292790223939,0.0474350526114091,1.325,1.755625,2.326203125
"2819","1375",0.272093252652781,0.0953927976393408,0.0298046646818746,1.375,1.890625,2.599609375
"2819","1425",0.301572423233826,0.10924111111563,0.0357507793600435,1.425,2.030625,2.893640625
"2819","1475",0.236462059459175,0.0726282449399256,0.0244722889033548,1.475,2.175625,3.209046875
"2819","1525",0.322327960413084,0.0809841203189575,0.0226360487700732,1.525,2.325625,3.546578125
"2819","1575",0.230816945132632,0.0606503540759537,0.0151900261085303,1.575,2.480625,3.906984375
"2819","1625",0.22261537229109,0.0614949593330837,0.0174960675255729,1.625,2.640625,4.291015625
"2819","1675",0.266097925641518,0.0583107958482824,0.0238702975210881,1.675,2.805625,4.699421875
"2819","1725",0.081445247786087,0.0570728541074167,0.0170027818717721,1.725,2.975625,5.132953125
"2819","1775",0.262983414212788,0.0445133911011388,0.015687022324,1.775,3.150625,5.592359375
"2880","25",0.64003313892268,0.470067264732435,0.330578913324912,0.025,0.000625,1.5625e-05
"2880","75",0.605686193670111,0.461843054793989,0.344165463540343,0.075,0.005625,0.000421875
"2880","125",0.561191846109942,0.409281533047332,0.295469594979869,0.125,0.015625,0.001953125
"2880","175",0.5548510961479,0.362377003814756,0.266484857781043,0.175,0.030625,0.005359375
"2880","225",0.501626003080648,0.320075937938259,0.206754823919476,0.225,0.050625,0.011390625
"2880","275",0.535988110404161,0.311626333910239,0.174355683002348,0.275,0.075625,0.020796875
"2880","325",0.471778350440424,0.274372687772087,0.145054953715373,0.325,0.105625,0.034328125
"2880","375",0.35596530077451,0.0882299716922797,0.0695929892781231,0.375,0.140625,0.052734375
"2985","175",0.216565641822414,0.0135671106256382,NA,0.175,0.030625,0.005359375
"2985","225",0.184969808633825,0.0589133790636601,0.0223171592945656,0.225,0.050625,0.011390625
"2985","275",0.170448923543744,0.0508533511792023,0.0186705350599746,0.275,0.075625,0.020796875
"2985","325",0.157360523350171,0.0546495517637577,0.0181477451205296,0.325,0.105625,0.034328125
"2985","375",0.187182692863479,0.0792473978166128,0.0319945063410545,0.375,0.140625,0.052734375
"2985","425",0.285833677797373,0.11543933033304,0.0676092880655577,0.425,0.180625,0.076765625
"2985","475",0.24733255305101,0.120748936742539,0.0755721284766727,0.475,0.225625,0.107171875
"2985","525",0.254778938624728,0.129207943937518,0.0877697137467466,0.525,0.275625,0.144703125
"2985","575",0.218887202506265,0.0984072844356593,0.0515135134768433,0.575,0.330625,0.190109375
"2985","625",0.23704086297684,0.129240294714987,0.0713409383097083,0.625,0.390625,0.244140625
"2985","675",0.248149451383266,0.135576564297792,0.0932085649789374,0.675,0.455625,0.307546875
"2985","725",0.226109765424018,0.106208157178021,0.0713847540995962,0.725,0.525625,0.381078125
"2985","775",0.214848706042751,0.102640827397193,0.0597503057036423,0.775,0.600625,0.465484375
"2985","825",0.237043202717746,0.102738933843314,0.0585148311600086,0.825,0.680625,0.561515625
"2985","875",0.146071775648774,0.0622296477322201,0.0300914770098897,0.875,0.765625,0.669921875
